epoch	loss	acc	val_loss	val_acc
0	0.28085931927487257	0.9219666666666667	2.8866106829744704	0.11812943262411348
1	0.11335563017651439	0.9667	0.06605125350071818	0.981604609929078
2	0.08607967613929261	0.9744	0.23774378165497	0.9153368794326241
3	0.07220570926594859	0.9787666666666667	0.0757709671313881	0.9680851063829787
4	0.06087009600903839	0.9817666666666667	11.130514036679099	0.15713652482269502
5	0.05397226092563942	0.9844833333333334	0.0015606447210715396	1.0
6	0.047772058121580634	0.9855333333333334	0.06123982536570006	0.9776152482269503
7	0.04522194827642913	0.9867833333333333	0.0047313614978772055	0.9993351063829787
8	0.04009078456278269	0.98825	0.024050226470567815	0.9915780141843972
9	0.03591468384889886	0.989	0.14416914374744255	0.9519060283687943
10	0.03626848147202594	0.9887666666666667	1.8570821610999745e-05	1.0
11	0.032289045746639995	0.9907	0.4067539218152669	0.8320035460992907
12	0.02816324164927161	0.9910333333333333	5.504149666914703	0.4946808510638298
13	0.027928618288241946	0.9911833333333333	1.7031968358414234e-05	1.0
14	0.02509417926267876	0.9921666666666666	5.051089412777136	0.5077570921985816
15	0.02422144494195624	0.9924333333333333	0.025363848519888012	0.9933510638297872
16	0.021689463262201752	0.9929333333333333	0.003143207711553982	0.9993351063829787
17	0.020329113553301432	0.9937	0.05854480184336727	0.987145390070922
18	0.019402757290230752	0.9937166666666667	0.4486355846747756	0.9188829787234043
19	0.019030477831873577	0.9935	2.0189410938570895	0.838209219858156
20	0.015679403293963213	0.9948833333333333	0.07861351295777247	0.9718528368794326
21	0.01610941824456677	0.9947333333333334	1.0313378710177258e-05	1.0
22	0.014641846491832984	0.9951333333333333	0.045973748322047876	0.9864804964539007
23	0.013945260533652618	0.99575	0.3857349716985585	0.9128989361702128
24	0.012459387674658986	0.9960166666666667	0.0020212320832488145	0.9993351063829787
25	0.01234166117960558	0.9958333333333333	0.014803246733034493	0.9946808510638298
26	0.010909040256356821	0.9963333333333333	0.005189606886026967	0.9993351063829787
27	0.011377175820589764	0.99645	0.040092165607887156	0.9942375886524822
28	0.009250315478114257	0.9971833333333333	0.06372619032816869	0.9831560283687943
29	0.008605194454263256	0.9972666666666666	0.011732177850214437	0.995345744680851
30	0.010876245039114534	0.9964666666666666	8.143759034882873e-07	1.0
31	0.009661386047860045	0.9967333333333334	0.0053163085630462325	0.999113475177305
32	0.008281435916981718	0.99725	0.01607204886491956	0.994459219858156
33	0.008688949653798772	0.9970166666666667	0.019583888984333157	0.9957890070921985
34	0.00891881753396301	0.99695	0.003316847681469668	0.9995567375886525
35	0.008366874297848456	0.9971833333333333	0.0019296837386302184	0.9997783687943262
36	0.008341392469732575	0.9973833333333333	0.014706990235342816	0.9949024822695035
37	0.008176212439572556	0.9972166666666666	0.006454372118433229	0.9984485815602837
38	0.007546782829427927	0.9976	0.008697458629674025	0.9971187943262412
39	0.0068123387928472464	0.9973833333333333	0.058736471327063826	0.9811613475177305
