epoch	loss	acc	val_loss	val_acc
0	0.5418258446692481	0.8697319967266776	5.9099298098991655	0.2510775862068966
1	0.1899067435220018	0.9467062193126022	1.0673062024738988	0.7092056650246306
2	0.13945441058022923	0.9602598199672667	0.6903060991041766	0.7593903940886699
3	0.10890908480363512	0.9692103109656302	0.7125269721441081	0.7553879310344828
4	0.09539575882426748	0.9714607201309329	0.8610785160342167	0.8166564039408867
5	0.0711465159350314	0.9777004909983633	0.5507031108798652	0.8770012315270936
6	0.06558824164366865	0.9797974631751227	0.36515454883489923	0.9033251231527094
7	0.06496771864652856	0.979490589198036	0.5884812130257854	0.8625307881773399
8	0.05420977912108534	0.9828662029459901	3.2307295828617266	0.2838669950738916
9	0.050375201572035705	0.984860883797054	1.523905210894317	0.5252463054187192
10	0.04483010145462516	0.9860372340425532	9.758012945428858	0.24122536945812809
11	0.04418823696204588	0.9856280687397708	1.552995702903259	0.5374076354679803
12	0.03785645650874453	0.988031914893617	8.454582120397408	0.4364224137931034
13	0.03694638453637659	0.9883387888707038	1.302154447938421	0.5694273399014779
14	0.03518891243952187	0.988287643207856	1.0519688352575443	0.7313731527093597
15	0.031135294274566086	0.9909983633387889	2.1585069339850853	0.510929802955665
16	0.02683355071898041	0.9914075286415712	1.2766845038371721	0.5574199507389163
17	0.025980714421731985	0.9919189852700491	1.6161013777032862	0.5541871921182266
18	0.023007445721185894	0.9925327332242226	0.7281835270045426	0.7684729064039408
19	0.02325143200978167	0.9925327332242226	0.3970117464551491	0.9088669950738916
20	0.023023017786046734	0.9930953355155483	9.64980519816206	0.34652093596059114
21	0.018221835736002282	0.9944762684124386	2.6265984791253	0.6653325123152709
22	0.01963844419706354	0.9935045008183306	0.6278257650997618	0.8977832512315271
23	0.018515036847172213	0.9943228314238952	0.7233634684326613	0.8475985221674877
24	0.013329513481320944	0.9960617839607201	0.5445097160542538	0.9305726600985221
25	0.01228214305781447	0.9960106382978723	6.9877370543080595	0.23245073891625614
26	0.01474666537164393	0.9950900163666121	3.1845468394274783	0.39516625615763545
27	0.014510361925299317	0.9952434533551555	1.990144523787381	0.6593288177339901
28	0.016582042546146404	0.9947319967266776	1.4717196651867457	0.5945197044334976
29	0.01349645359646639	0.9958060556464812	0.4269729184280402	0.9285714285714286
30	0.011323189429884003	0.9964709492635024	4.33574335563359	0.6645628078817734
31	0.011153499586688743	0.9961129296235679	4.639369410247051	0.28771551724137934
32	0.008090087264563095	0.997545008183306	4.442743869837869	0.4884544334975369
33	0.0101759942773315	0.9967778232405892	0.2219593040900677	0.9625923645320197
34	0.007431197600330194	0.9973404255319149	4.268420094926956	0.42379926108374383
35	0.00991095544728559	0.9971358428805237	0.07308092901084237	0.9847598522167488
36	0.013285481430559644	0.9960106382978723	0.5616441955560534	0.8326662561576355
37	0.01164397794486913	0.9959594926350246	0.059525699840226036	0.9856834975369458
38	0.009559400771911943	0.9966755319148937	7.987391164150144	0.3494458128078818
39	0.009518234483988808	0.9966243862520459	0.15845820925091256	0.9689039408866995
40	0.007791607059699626	0.9975961538461539	1.0162324031879162	0.7010467980295566
41	0.0068701346434299655	0.9980053191489362	0.36072098988617585	0.9094827586206896
42	0.0050752759616324574	0.9983121931260229	3.8349089399347163	0.6485529556650246
43	0.00453913199776766	0.9986702127659575	0.07206500746750473	0.9841440886699507
44	0.005514255301307096	0.9981587561374795	0.3879053696305858	0.9533559113300493
45	0.009127253759286346	0.9967266775777414	2.4290362778555585	0.6710283251231527
46	0.007031860457285915	0.997545008183306	3.321614203194679	0.36976600985221675
47	0.005083650640577429	0.9984144844517185	8.578269138712013	0.2272167487684729
48	0.005148208860035221	0.9982610474631751	5.982391399703002	0.40902093596059114
49	0.004545586850161572	0.9987213584288053	1.8231044032890809	0.4307266009852217
50	0.005456803998089178	0.9984656301145662	0.10427193639930346	0.9759852216748769
51	0.005533793198004855	0.9983633387888707	9.060187137772884	0.10067733990147783
52	0.007192081032582416	0.997800736497545	1.2146549541044411	0.8623768472906403
53	0.004452759247203091	0.9989259410801964	0.3634718001769681	0.8823891625615764
54	0.004709010866045081	0.9985679214402619	0.20313712230911066	0.9576662561576355
55	0.0029996881451652057	0.999028232405892	0.1030094444492529	0.9775246305418719
56	0.005277010819324211	0.9984656301145662	0.06854736027606732	0.9830665024630542
57	0.0046122987554183485	0.9988747954173486	0.052591513367053776	0.9901477832512315
58	0.006133335610059858	0.9981587561374795	2.78236529627457	0.5147783251231527
59	0.005269151241865892	0.9983121931260229	0.08759144517319825	0.9822967980295566
60	0.0047172740640535815	0.9986702127659575	0.14011507965593745	0.9776785714285714
61	0.002719570057718269	0.9992328150572831	0.05417293233812709	0.9895320197044335
62	0.005975877559013258	0.9983121931260229	1.670604066014877	0.5780480295566502
63	0.004190064411269481	0.9986190671031097	1.01523074114998	0.8252770935960592
64	0.00312644704949212	0.9989770867430442	1.401957475199488	0.5771243842364532
65	0.003481361938687473	0.9987725040916531	0.06937616427628229	0.9855295566502463
66	0.0033300039851329975	0.9988236497545008	5.245486740995511	0.2544642857142857
